year,region,season,measure,unit,value_gastat,source_file_gastat,source_sheet,source_table,source_excel_row,value_csv,source_file_csv,_merge,absolute_difference,percentage_difference,agreement_status,selected_source,selected_value,justification
2019,Al-Qassim,Winter,Consumption,kWh,1937898085.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,11,1937898085.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1937898085.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Al-Qassim,Winter,Cost,SAR,566546168.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,11,566546168.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,566546168.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Asir,Rest of the year,Consumption,kWh,10629137186.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,13,10629137186.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,10629137186.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Asir,Rest of the year,Cost,SAR,3494972760.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,13,3494972760.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,3494972760.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Asir,Winter,Consumption,kWh,2996611212.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,13,2996611212.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2996611212.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Asir,Winter,Cost,SAR,675309400.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,13,675309400.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,675309400.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Eastern Region,Rest of the year,Consumption,kWh,28190346286.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,12,28190346286.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,28190346286.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Eastern Region,Rest of the year,Cost,SAR,10377046409.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,12,10377046409.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,10377046409.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Eastern Region,Winter,Consumption,kWh,4294128877.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,12,4294128877.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,4294128877.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Eastern Region,Winter,Cost,SAR,952025741.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,12,952025741.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,952025741.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Hail,Rest of the year,Consumption,kWh,2929853057.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,15,2929853057.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2929853057.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Hail,Rest of the year,Cost,SAR,652352964.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,15,652352964.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,652352964.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Hail,Winter,Consumption,kWh,931962566.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,15,931962566.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,931962566.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Hail,Winter,Cost,SAR,236304535.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,15,236304535.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,236304535.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Jazan,Rest of the year,Consumption,kWh,7109585707.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,17,7109585707.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,7109585707.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Jazan,Rest of the year,Cost,SAR,1840470440.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,17,1840470440.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1840470440.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Jazan,Winter,Consumption,kWh,2287978519.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,17,2287978519.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2287978519.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Jazan,Winter,Cost,SAR,583000149.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,17,583000149.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,583000149.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Madinah,Rest of the year,Consumption,kWh,10426896795.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,10,10426896795.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,10426896795.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Madinah,Rest of the year,Cost,SAR,2932372309.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,10,2932372309.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2932372309.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Madinah,Winter,Consumption,kWh,2896966402.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,10,2896966402.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2896966402.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Madinah,Winter,Cost,SAR,619823275.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,10,619823275.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,619823275.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Makkah,Rest of the year,Consumption,kWh,39835650154.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,9,39835650154.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,39835650154.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Makkah,Rest of the year,Cost,SAR,10470931097.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,9,10470931097.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,10470931097.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Makkah,Winter,Consumption,kWh,9811340713.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,9,9811340713.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,9811340713.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Makkah,Winter,Cost,SAR,2019019112.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,9,2019019112.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2019019112.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Najran,Rest of the year,Consumption,kWh,2567696293.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,18,2567696293.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2567696293.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Najran,Rest of the year,Cost,SAR,620378720.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,18,620378720.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,620378720.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Najran,Winter,Consumption,kWh,743954708.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,18,743954708.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,743954708.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Najran,Winter,Cost,SAR,168123136.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,18,168123136.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,168123136.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Northern Borders,Rest of the year,Consumption,kWh,1370924095.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16,1370924095.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1370924095.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Northern Borders,Rest of the year,Cost,SAR,298024935.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16,298024935.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,298024935.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Northern Borders,Winter,Consumption,kWh,476021255.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16,476021255.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,476021255.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Northern Borders,Winter,Cost,SAR,142002715.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,16,142002715.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,142002715.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Riyadh,Rest of the year,Consumption,kWh,31818999925.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8,31818999925.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,31818999925.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Riyadh,Rest of the year,Cost,SAR,9479283407.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8,9479283407.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,9479283407.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Riyadh,Winter,Consumption,kWh,8929603334.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8,8929603334.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,8929603334.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Riyadh,Winter,Cost,SAR,1952659947.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,8,1952659947.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1952659947.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Tabuk,Rest of the year,Consumption,kWh,3745827308.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14,3745827308.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,3745827308.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Tabuk,Rest of the year,Cost,SAR,743893993.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14,743893993.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,743893993.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Tabuk,Winter,Consumption,kWh,1149529403.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14,1149529403.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1149529403.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2019,Tabuk,Winter,Cost,SAR,234601401.0,HouseholdEnergyStatistics2019En.xlsx,76,Table 37,14,234601401.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,234601401.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Bahah,Rest of the year,Consumption,kWh,1834339162.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,19,1834339162.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1834339162.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Bahah,Rest of the year,Cost,SAR,410535424.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,19,410535424.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,410535424.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Bahah,Winter,Consumption,kWh,469165147.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,19,469165147.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,469165147.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Bahah,Winter,Cost,SAR,96607805.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,19,96607805.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,96607805.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Jouf,Rest of the year,Consumption,kWh,2090562079.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,20,2090562079.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2090562079.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Jouf,Rest of the year,Cost,SAR,540151610.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,20,540151610.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,540151610.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Jouf,Winter,Consumption,kWh,503142337.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,20,503142337.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,503142337.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Jouf,Winter,Cost,SAR,101309290.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,20,101309290.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,101309290.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Qassim,Rest of the year,Consumption,kWh,8498699680.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,11,8498699680.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,8498699680.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Qassim,Rest of the year,Cost,SAR,1858909102.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,11,1858909102.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1858909102.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Qassim,Winter,Consumption,kWh,1539416298.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,11,1539416298.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1539416298.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Al-Qassim,Winter,Cost,SAR,338333822.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,11,338333822.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,338333822.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Asir,Rest of the year,Consumption,kWh,8886838803.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,13,8886838803.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,8886838803.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Asir,Rest of the year,Cost,SAR,2092556136.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,13,2092556136.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,2092556136.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Asir,Winter,Consumption,kWh,1945750042.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,13,1945750042.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1945750042.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Asir,Winter,Cost,SAR,363141089.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,13,363141089.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,363141089.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Eastern Region,Rest of the year,Consumption,kWh,21557369812.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,12,21557369812.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,21557369812.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Eastern Region,Rest of the year,Cost,SAR,5483728980.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,12,5483728980.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,5483728980.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Eastern Region,Winter,Consumption,kWh,3482159360.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,12,3482159360.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,3482159360.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Eastern Region,Winter,Cost,SAR,664686072.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,12,664686072.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,664686072.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Hail,Rest of the year,Consumption,kWh,3483897539.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,15,3483897539.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,3483897539.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Hail,Rest of the year,Cost,SAR,695623902.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,15,695623902.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,695623902.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Hail,Winter,Consumption,kWh,830065564.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,15,830065564.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,830065564.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Hail,Winter,Cost,SAR,170320313.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,15,170320313.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,170320313.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Jazan,Rest of the year,Consumption,kWh,6250877934.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,17,6250877934.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,6250877934.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Jazan,Rest of the year,Cost,SAR,1304514731.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,17,1304514731.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1304514731.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Jazan,Winter,Consumption,kWh,1554582668.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,17,1554582668.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,1554582668.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
2020,Jazan,Winter,Cost,SAR,320517165.0,HouseholdEnergyStatistics2020En.xlsx,25,Houses Consumption and Cost,17,320517165.0,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,both,0.0,0.0,Agreement within tolerance,GASTAT original workbook,320517165.0,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.
