year,region,season,consumption_kwh,cost_sar,selected_source,source_file,source_sheet,selection_justification,corroborating_source,geographic_resolution,temporal_resolution
2018,Al-Qassim,Winter,1850955238.0,124437945.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Asir,Rest of the year,20584881000.0,2808175606.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Asir,Winter,4195317852.0,388496914.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Eastern Region,Rest of the year,30824335850.0,3099368423.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Eastern Region,Winter,5317397646.0,395266313.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Hail,Rest of the year,4155945546.0,387834754.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Hail,Winter,1062374669.0,87337222.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Jazan,Rest of the year,12394795178.0,1613227580.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Jazan,Winter,2356158024.0,209266763.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Madinah,Rest of the year,13002433159.0,1142518355.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Madinah,Winter,2476853485.0,160472919.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Makkah,Rest of the year,55099747098.0,5583934956.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Makkah,Winter,10494999897.0,714318115.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Najran,Rest of the year,4049575094.0,406724274.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Najran,Winter,779758990.0,56837010.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Northern Borders,Rest of the year,1751695471.0,160173685.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Northern Borders,Winter,464963984.0,34654249.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Riyadh,Rest of the year,58643764566.0,6788343838.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Riyadh,Winter,9687768245.0,704968500.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Tabuk,Rest of the year,4777892250.0,408817758.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2018,Tabuk,Winter,1119707072.0,76501190.0,Independent supplied household CSV,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,,CSV selected because it is the only supplied authoritative source for 2017–2018; publisher/provenance metadata should be completed in the source registry.,,Administrative region,Annual with two seasonal components
2019,Al-Bahah,Rest of the year,2205899137.0,683330764.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Al-Bahah,Winter,583781957.0,153285758.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Al-Jouf,Rest of the year,2565128025.0,944422326.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Al-Jouf,Winter,700853935.0,178038911.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Al-Qassim,Rest of the year,6354815303.0,1851621754.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Al-Qassim,Winter,1937898085.0,566546168.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Asir,Rest of the year,10629137186.0,3494972760.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Asir,Winter,2996611212.0,675309400.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Eastern Region,Rest of the year,28190346286.0,10377046409.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Eastern Region,Winter,4294128877.0,952025741.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Hail,Rest of the year,2929853057.0,652352964.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Hail,Winter,931962566.0,236304535.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Jazan,Rest of the year,7109585707.0,1840470440.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Jazan,Winter,2287978519.0,583000149.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Madinah,Rest of the year,10426896795.0,2932372309.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Madinah,Winter,2896966402.0,619823275.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Makkah,Rest of the year,39835650154.0,10470931097.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Makkah,Winter,9811340713.0,2019019112.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Najran,Rest of the year,2567696293.0,620378720.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Najran,Winter,743954708.0,168123136.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Northern Borders,Rest of the year,1370924095.0,298024935.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Northern Borders,Winter,476021255.0,142002715.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Riyadh,Rest of the year,31818999925.0,9479283407.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Riyadh,Winter,8929603334.0,1952659947.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Tabuk,Rest of the year,3745827308.0,743893993.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2019,Tabuk,Winter,1149529403.0,234601401.0,GASTAT original workbook,HouseholdEnergyStatistics2019En.xlsx,76,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Bahah,Rest of the year,1834339162.0,410535424.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Bahah,Winter,469165147.0,96607805.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Jouf,Rest of the year,2090562079.0,540151610.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Jouf,Winter,503142337.0,101309290.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Qassim,Rest of the year,8498699680.0,1858909102.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Al-Qassim,Winter,1539416298.0,338333822.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Asir,Rest of the year,8886838803.0,2092556136.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Asir,Winter,1945750042.0,363141089.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Eastern Region,Rest of the year,21557369812.0,5483728980.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Eastern Region,Winter,3482159360.0,664686072.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Hail,Rest of the year,3483897539.0,695623902.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Hail,Winter,830065564.0,170320313.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Jazan,Rest of the year,6250877934.0,1304514731.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Jazan,Winter,1554582668.0,320517165.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Madinah,Rest of the year,10285719042.0,2246676949.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Madinah,Winter,2040377831.0,390820207.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Makkah,Rest of the year,45183730039.0,9751225005.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Makkah,Winter,9513673122.0,1827323739.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
2020,Najran,Rest of the year,2220118197.0,454314992.0,GASTAT original workbook,HouseholdEnergyStatistics2020En.xlsx,25,Original GASTAT publication selected; independent supplied CSV agrees within tolerance.,houses-consumption-and-cost-of-electricity-in-the-administrative-regions- (2).csv,Administrative region,Annual with two seasonal components
